,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
3312,20,Yes,Travel_Frequently,407,Research & Development,27,20,Medical,1,38-4763986,1,F,50,3,4,Research Scientist,2,Married,6400,8000,8,Yes,No,17,2,1,80,3,1,2,4,24,17,1,8
3313,23,Yes,Non-Travel,1276,Research & Development,2,18,Other,1,15-4633369,3,F,67,1,1,Sales Representative,4,Single,8576,10720,4,Yes,No,14,2,1,80,0,13,4,4,26,8,1,5
3314,57,No,Non-Travel,1462,Human Resources,37,16,Technical Degree,1,52-1072799,1,F,89,3,1,Sales Representative,3,Married,11392,14240,7,Yes,No,23,4,2,80,0,38,5,3,10,13,4,0
3315,35,No,Travel_Rarely,150,Research & Development,33,16,Medical,1,40-6888382,1,M,84,2,2,Healthcare Representative,1,Married,10752,13440,7,Yes,No,17,2,2,80,1,38,2,3,31,6,5,8
3316,56,No,Travel_Rarely,764,Human Resources,9,12,Technical Degree,1,17-9306228,4,F,46,2,3,Healthcare Representative,2,Married,5888,7360,4,Yes,No,10,4,1,80,2,31,2,4,31,5,3,11
3317,19,No,Travel_Rarely,1377,Human Resources,44,16,Other,1,16-9683057,1,M,42,2,2,Healthcare Representative,4,Married,5376,6720,6,Yes,No,25,4,2,80,0,15,5,4,13,20,14,11
3318,25,No,Travel_Frequently,617,Human Resources,10,16,Sales,1,49-0140048,4,M,122,4,2,Sales Executive,4,Single,15616,19520,2,Yes,No,14,3,2,80,0,17,3,2,36,3,13,17
3319,39,Yes,Non-Travel,297,Sales,18,18,Human Resources,1,48-9747832,2,M,70,2,4,Laboratory Technician,2,Single,8960,11200,1,Yes,No,19,1,3,80,3,30,3,3,16,14,11,1
3320,27,No,Travel_Frequently,1401,Human Resources,35,14,Technical Degree,1,09-6171472,1,F,110,3,1,Human Resources,1,Single,14080,17600,4,Yes,No,25,4,3,80,1,0,4,2,15,0,0,5
3321,53,Yes,Travel_Rarely,741,Sales,26,16,Life Sciences,1,40-8319432,3,F,142,3,5,Manufacturing Director,3,Married,18176,22720,1,Yes,No,17,1,2,80,3,35,0,2,23,5,15,12
3322,48,No,Travel_Rarely,923,Research & Development,32,16,Human Resources,1,13-5149681,4,F,36,1,1,Sales Representative,4,Married,4608,5760,0,Yes,No,20,3,2,80,1,32,1,3,37,6,9,2
3323,34,No,Travel_Frequently,801,Human Resources,49,20,Life Sciences,1,30-1907865,4,F,113,1,2,Research Director,3,Single,14464,18080,7,Yes,No,17,4,3,80,0,17,0,3,2,20,7,5
3324,35,No,Travel_Frequently,1416,Research & Development,19,16,Life Sciences,1,69-2132247,1,M,133,1,2,Manager,2,Married,17024,21280,4,Yes,No,13,4,1,80,0,19,1,4,4,14,0,11
3325,23,Yes,Non-Travel,379,Research & Development,36,18,Other,1,66-3772640,3,M,59,2,1,Laboratory Technician,2,Single,7552,9440,6,Yes,No,13,1,3,80,1,34,5,4,31,17,6,15
3326,50,No,Travel_Frequently,1047,Sales,38,18,Medical,1,37-8794845,3,M,30,4,1,Laboratory Technician,3,Single,3840,4800,5,Yes,No,18,4,3,80,0,35,5,4,2,5,12,2
3327,32,Yes,Non-Travel,283,Sales,30,12,Life Sciences,1,57-5323451,4,M,149,4,1,Sales Representative,4,Married,19072,23840,7,Yes,No,22,3,2,80,1,23,3,2,34,7,14,8
3328,57,No,Travel_Rarely,930,Human Resources,19,18,Technical Degree,1,15-6056453,4,M,129,4,4,Sales Executive,3,Married,16512,20640,6,Yes,No,12,3,3,80,3,25,2,1,40,6,6,5
3329,53,No,Non-Travel,693,Human Resources,2,20,Life Sciences,1,85-9856474,4,F,52,2,5,Research Scientist,1,Married,6656,8320,5,Yes,No,10,2,4,80,2,14,6,3,16,3,1,10
3330,20,No,Non-Travel,578,Sales,30,18,Sales,1,72-5045636,1,F,111,4,4,Sales Executive,1,Married,14208,17760,8,Yes,No,17,4,3,80,2,15,2,3,1,13,3,12
3331,57,No,Travel_Rarely,626,Human Resources,29,20,Sales,1,56-5602993,2,M,113,2,4,Research Director,1,Single,14464,18080,6,Yes,No,23,3,3,80,3,32,5,3,34,4,10,2
3332,27,No,Travel_Frequently,293,Sales,38,16,Medical,1,41-6487327,1,F,68,4,2,Research Scientist,1,Single,8704,10880,3,Yes,No,25,1,1,80,0,3,2,1,5,2,14,4
3333,27,Yes,Non-Travel,1310,Research & Development,30,18,Sales,1,31-7641694,1,M,81,3,4,Sales Executive,1,Married,10368,12960,7,Yes,No,23,1,3,80,3,16,3,3,25,4,0,10
3334,55,No,Travel_Frequently,1012,Research & Development,15,18,Technical Degree,1,37-9711419,3,F,118,3,5,Manager,4,Single,15104,18880,1,Yes,No,17,4,3,80,2,10,6,3,3,1,1,15
3335,22,Yes,Travel_Frequently,684,Research & Development,24,16,Sales,1,54-5044443,1,F,56,2,2,Laboratory Technician,3,Married,7168,8960,4,Yes,No,22,2,2,80,0,5,5,3,2,13,0,2
3336,56,No,Travel_Frequently,1460,Sales,26,14,Technical Degree,1,34-1131991,3,F,99,4,2,Sales Executive,3,Married,12672,15840,7,Yes,No,23,2,3,80,1,3,6,3,13,13,1,6
3337,39,Yes,Travel_Rarely,236,Human Resources,8,16,Medical,1,41-9851652,3,F,64,1,1,Laboratory Technician,3,Married,8192,10240,3,Yes,No,17,1,1,80,0,15,4,1,7,16,3,6
3338,38,Yes,Travel_Frequently,597,Research & Development,19,14,Other,1,35-9415579,2,F,62,2,3,Human Resources,2,Single,7936,9920,2,Yes,No,16,1,4,80,2,20,3,2,28,2,10,6
3339,44,No,Travel_Frequently,1394,Research & Development,35,16,Medical,1,74-6024579,1,F,49,3,3,Healthcare Representative,1,Single,6272,7840,7,Yes,No,17,2,1,80,1,29,5,4,9,17,11,17
3340,53,No,Travel_Rarely,672,Research & Development,39,16,Other,1,90-4538998,3,F,79,1,1,Laboratory Technician,3,Single,10112,12640,5,Yes,No,15,4,3,80,0,16,0,4,10,14,8,2
3341,24,No,Travel_Frequently,917,Research & Development,17,20,Medical,1,94-1826497,2,F,135,1,3,Research Scientist,2,Single,17280,21600,2,Yes,No,18,3,4,80,2,38,1,4,23,6,8,14
3342,33,No,Non-Travel,1444,Human Resources,19,16,Other,1,30-7034198,4,F,55,2,5,Research Scientist,1,Married,7040,8800,0,Yes,No,23,4,3,80,2,3,3,4,27,9,13,11
3343,49,No,Travel_Rarely,588,Sales,15,16,Human Resources,1,84-7654920,2,F,34,3,1,Laboratory Technician,2,Married,4352,5440,7,Yes,No,22,3,4,80,0,40,5,3,7,17,10,9
3344,35,No,Travel_Rarely,1361,Human Resources,40,18,Other,1,45-8908425,2,F,71,4,4,Research Scientist,1,Single,9088,11360,4,Yes,No,24,3,2,80,2,14,3,3,28,3,15,1
3345,42,Yes,Travel_Frequently,207,Sales,6,16,Medical,1,80-8394560,4,F,124,4,4,Sales Executive,3,Married,15872,19840,4,Yes,No,25,2,2,80,2,1,3,3,27,13,6,13
3346,22,Yes,Travel_Frequently,160,Research & Development,25,18,Sales,1,35-4748960,2,M,70,2,4,Sales Executive,2,Single,8960,11200,3,Yes,No,11,2,1,80,2,30,2,2,8,12,1,4
3347,40,No,Travel_Frequently,1273,Research & Development,13,16,Medical,1,79-3200655,3,M,76,3,5,Sales Executive,4,Married,9728,12160,5,Yes,No,16,4,1,80,3,14,1,1,24,4,9,1
3348,52,Yes,Non-Travel,120,Human Resources,5,14,Medical,1,32-7045034,3,F,103,3,1,Human Resources,1,Single,13184,16480,3,Yes,No,17,2,2,80,1,13,0,4,37,11,4,0
3349,32,No,Travel_Rarely,322,Human Resources,50,14,Sales,1,39-9334907,2,M,111,4,1,Laboratory Technician,1,Married,14208,17760,4,Yes,No,24,3,4,80,1,0,5,4,1,14,7,6
3350,50,Yes,Travel_Rarely,787,Human Resources,49,16,Sales,1,08-3449892,4,F,114,3,1,Laboratory Technician,1,Single,14592,18240,2,Yes,No,18,1,3,80,0,25,0,4,8,8,3,11
3351,59,Yes,Travel_Frequently,725,Sales,23,16,Sales,1,95-2273085,2,M,58,4,3,Sales Executive,4,Single,7424,9280,4,Yes,No,16,1,2,80,2,4,3,2,38,2,3,4
3352,38,Yes,Non-Travel,1379,Research & Development,1,14,Other,1,77-7933095,1,F,110,2,2,Sales Executive,2,Married,14080,17600,2,Yes,No,16,2,1,80,1,5,1,2,30,19,6,1
3353,40,Yes,Travel_Frequently,530,Sales,47,16,Other,1,96-3945717,2,F,64,1,2,Manager,1,Single,8192,10240,4,Yes,No,13,2,2,80,1,26,6,2,29,9,8,3
3354,39,No,Non-Travel,419,Sales,44,16,Human Resources,1,75-2229801,2,M,137,1,2,Research Scientist,3,Married,17536,21920,4,Yes,No,12,3,2,80,1,9,4,2,39,8,15,2
3355,51,Yes,Travel_Frequently,788,Sales,21,12,Human Resources,1,93-9709216,3,M,129,2,1,Sales Representative,4,Married,16512,20640,1,Yes,No,16,1,1,80,0,17,1,2,18,11,2,16
3356,18,Yes,Non-Travel,818,Sales,1,16,Human Resources,1,18-4955873,3,F,43,4,2,Sales Representative,2,Married,5504,6880,8,Yes,No,13,3,2,80,1,2,1,3,12,17,5,12
3357,56,No,Travel_Frequently,122,Research & Development,30,16,Medical,1,45-2469860,3,M,82,3,1,Laboratory Technician,1,Single,10496,13120,7,Yes,No,16,4,3,80,1,20,6,3,23,4,2,11
3358,42,No,Non-Travel,803,Research & Development,16,18,Life Sciences,1,34-7564184,3,M,113,1,4,Sales Executive,1,Single,14464,18080,4,Yes,No,14,3,2,80,3,8,2,2,4,3,12,3
3359,53,Yes,Travel_Rarely,511,Human Resources,15,20,Sales,1,82-7595581,4,F,63,1,5,Research Director,2,Single,8064,10080,4,Yes,No,22,1,1,80,2,13,0,4,22,19,9,12
3360,19,Yes,Travel_Rarely,1051,Sales,47,18,Human Resources,1,46-8774881,4,M,106,3,4,Sales Executive,3,Single,13568,16960,4,Yes,No,17,2,1,80,2,36,4,1,11,20,2,0
3361,29,Yes,Travel_Rarely,1303,Sales,36,16,Medical,1,07-8365030,3,F,83,3,3,Human Resources,1,Single,10624,13280,4,Yes,No,20,2,3,80,1,7,4,3,39,11,11,17
3362,40,No,Non-Travel,641,Human Resources,42,16,Other,1,10-3939957,4,M,37,1,5,Manufacturing Director,3,Single,4736,5920,1,Yes,No,22,3,3,80,3,35,4,4,16,4,5,0
3363,25,No,Travel_Frequently,169,Research & Development,26,14,Sales,1,11-4939544,4,M,115,3,2,Manager,3,Single,14720,18400,1,Yes,No,12,3,2,80,0,24,4,1,9,12,3,10
3364,27,Yes,Travel_Frequently,242,Research & Development,1,16,Other,1,48-3566019,4,F,45,1,1,Laboratory Technician,4,Single,5760,7200,7,Yes,No,25,1,4,80,0,16,5,1,1,8,4,10
3365,51,No,Non-Travel,1417,Research & Development,13,16,Human Resources,1,54-3879994,4,M,56,2,3,Manager,3,Married,7168,8960,0,Yes,No,21,2,1,80,1,4,4,1,18,19,15,7
3366,43,No,Travel_Rarely,1497,Sales,38,16,Other,1,01-7889790,4,F,57,4,2,Research Scientist,2,Married,7296,9120,6,Yes,No,15,4,3,80,0,13,5,4,36,19,3,13
3367,54,No,Travel_Rarely,1423,Human Resources,38,16,Medical,1,44-2683065,2,M,144,1,5,Manufacturing Director,3,Married,18432,23040,4,Yes,No,25,4,2,80,3,14,5,4,5,10,11,1
3368,44,No,Travel_Frequently,405,Human Resources,1,16,Other,1,60-4472220,3,F,142,4,2,Research Scientist,1,Married,18176,22720,4,Yes,No,14,1,1,80,0,29,3,3,27,18,6,11
3369,28,No,Travel_Rarely,304,Sales,50,20,Technical Degree,1,44-3291350,4,M,112,4,2,Research Director,2,Married,14336,17920,4,Yes,No,19,3,2,80,0,30,1,3,9,0,0,3
3370,47,No,Travel_Frequently,755,Research & Development,6,16,Life Sciences,1,00-5284187,3,M,97,4,1,Sales Representative,2,Married,12416,15520,6,Yes,No,12,3,4,80,1,28,0,1,2,6,4,17
3371,56,Yes,Travel_Frequently,1352,Sales,45,18,Life Sciences,1,85-0728228,3,F,36,1,1,Laboratory Technician,4,Married,4608,5760,4,Yes,No,10,3,2,80,0,23,6,2,28,13,6,6
3372,39,No,Non-Travel,603,Sales,18,12,Human Resources,1,15-4922441,1,F,85,4,1,Sales Representative,4,Single,10880,13600,1,Yes,No,24,4,1,80,0,14,1,2,17,4,13,14
3373,42,No,Travel_Rarely,1071,Sales,20,14,Human Resources,1,41-8521630,2,F,91,3,5,Manufacturing Director,2,Married,11648,14560,8,Yes,No,12,1,4,80,2,39,5,4,40,20,0,7
3374,53,No,Non-Travel,1455,Research & Development,41,16,Human Resources,1,65-5681924,2,F,121,1,3,Manager,4,Single,15488,19360,3,Yes,No,16,4,4,80,1,5,4,3,7,18,1,10
3375,52,Yes,Travel_Rarely,575,Human Resources,22,16,Other,1,59-0506846,4,M,94,3,4,Manager,4,Married,12032,15040,7,Yes,No,23,1,1,80,3,19,6,2,27,9,1,11
3376,49,No,Travel_Frequently,423,Human Resources,37,18,Life Sciences,1,69-7059843,4,F,37,1,3,Laboratory Technician,3,Married,4736,5920,1,Yes,No,19,4,3,80,1,5,6,1,19,8,12,16
3377,51,No,Non-Travel,435,Research & Development,42,16,Other,1,46-1047697,4,M,142,3,4,Research Scientist,3,Married,18176,22720,4,Yes,No,17,3,4,80,2,1,2,1,23,18,6,16
3378,46,No,Travel_Rarely,283,Research & Development,45,14,Other,1,80-3548373,1,M,68,4,5,Sales Executive,1,Single,8704,10880,3,Yes,No,13,3,4,80,2,15,6,2,11,19,14,8
3379,57,No,Travel_Rarely,798,Research & Development,33,18,Human Resources,1,28-3806480,3,F,52,3,4,Manager,1,Married,6656,8320,5,Yes,No,14,4,3,80,2,1,5,4,36,19,9,0
3380,58,Yes,Non-Travel,347,Sales,37,14,Other,1,33-0602436,2,F,139,2,4,Sales Executive,3,Single,17792,22240,5,Yes,No,19,1,1,80,2,5,3,2,13,15,4,17
3381,18,No,Non-Travel,536,Sales,12,14,Other,1,26-0578848,1,F,33,2,3,Human Resources,4,Single,4224,5280,5,Yes,No,13,2,1,80,1,13,6,2,3,19,11,15
3382,45,No,Travel_Rarely,234,Research & Development,31,20,Other,1,29-2505889,4,F,130,4,2,Research Scientist,4,Married,16640,20800,5,Yes,No,21,2,4,80,1,15,4,1,11,9,2,15
3383,54,No,Travel_Rarely,370,Sales,24,16,Other,1,53-1542965,3,M,132,2,3,Research Director,4,Married,16896,21120,4,Yes,No,22,2,1,80,1,20,5,1,5,11,8,9
3384,19,No,Travel_Frequently,750,Research & Development,17,20,Other,1,99-4053998,2,F,58,1,5,Research Director,1,Single,7424,9280,5,Yes,No,23,3,3,80,3,15,2,3,5,10,14,14
3385,30,Yes,Travel_Frequently,849,Sales,9,16,Technical Degree,1,78-7052720,3,M,143,3,2,Sales Executive,2,Single,18304,22880,5,Yes,No,15,2,2,80,1,2,3,1,26,0,13,9
3386,59,No,Travel_Rarely,1212,Human Resources,42,16,Life Sciences,1,41-8789855,4,M,39,4,3,Sales Representative,4,Single,4992,6240,1,Yes,No,24,1,1,80,2,21,0,2,31,0,7,3
3387,48,No,Travel_Frequently,1238,Sales,29,18,Sales,1,85-3101299,2,F,56,3,2,Research Scientist,3,Single,7168,8960,4,Yes,No,25,3,3,80,0,17,6,4,13,16,13,9
3388,32,Yes,Non-Travel,1313,Research & Development,42,14,Human Resources,1,93-7979674,4,M,37,4,4,Laboratory Technician,2,Single,4736,5920,2,Yes,No,12,1,2,80,3,17,3,3,40,11,4,1
3389,48,Yes,Travel_Frequently,939,Human Resources,33,14,Sales,1,01-0122343,1,F,36,4,1,Human Resources,1,Single,4608,5760,4,Yes,No,18,2,1,80,0,22,6,4,40,13,6,5
3390,52,No,Non-Travel,1194,Research & Development,18,16,Life Sciences,1,43-1821934,2,F,38,4,4,Laboratory Technician,4,Single,4864,6080,8,Yes,No,21,4,4,80,2,0,2,3,30,10,6,0
3391,46,Yes,Travel_Frequently,743,Sales,27,16,Technical Degree,1,03-1927705,2,F,122,4,3,Research Director,2,Single,15616,19520,4,Yes,No,24,3,1,80,2,22,5,3,6,3,10,11
3392,50,Yes,Travel_Frequently,792,Research & Development,16,12,Life Sciences,1,11-0669691,2,M,52,4,1,Sales Representative,2,Single,6656,8320,7,Yes,No,25,3,2,80,1,28,6,4,8,3,3,14
3393,23,No,Non-Travel,861,Human Resources,23,20,Medical,1,35-1522936,1,F,123,2,2,Research Scientist,4,Married,15744,19680,0,Yes,No,24,3,3,80,1,13,2,1,36,11,14,11
3394,32,No,Travel_Frequently,157,Research & Development,41,14,Life Sciences,1,10-9579478,2,M,74,3,3,Manufacturing Director,2,Single,9472,11840,8,Yes,No,18,4,2,80,1,15,0,1,32,4,15,3
3395,46,No,Non-Travel,380,Sales,8,18,Life Sciences,1,85-0327628,3,M,105,4,1,Laboratory Technician,3,Single,13440,16800,7,Yes,No,24,4,3,80,1,29,1,3,7,3,15,3
3396,24,No,Travel_Rarely,819,Sales,35,18,Other,1,23-5778956,4,F,125,2,1,Laboratory Technician,4,Single,16000,20000,2,Yes,No,13,4,3,80,1,5,0,4,38,16,2,6
3397,41,Yes,Travel_Rarely,145,Research & Development,28,16,Sales,1,84-9646476,3,M,78,1,4,Manager,3,Married,9984,12480,6,Yes,No,21,3,4,80,2,1,0,2,24,0,14,9
3398,30,No,Travel_Frequently,621,Sales,38,16,Medical,1,89-7111559,2,F,56,2,3,Laboratory Technician,3,Single,7168,8960,4,Yes,No,15,3,3,80,2,2,1,2,28,18,4,11
3399,52,No,Travel_Rarely,881,Sales,8,14,Life Sciences,1,27-0441564,4,M,119,1,4,Manufacturing Director,4,Married,15232,19040,0,Yes,No,16,3,3,80,2,14,4,3,1,0,7,12
3400,26,Yes,Travel_Rarely,403,Human Resources,31,16,Human Resources,1,86-7865222,3,F,118,4,1,Sales Representative,4,Single,15104,18880,4,Yes,No,15,2,1,80,0,15,1,3,4,5,9,2
3401,19,No,Non-Travel,333,Sales,28,16,Other,1,31-8504304,2,M,108,2,1,Laboratory Technician,2,Married,13824,17280,7,Yes,No,19,4,3,80,0,24,4,2,25,14,6,9
3402,50,Yes,Travel_Rarely,1269,Human Resources,8,20,Technical Degree,1,14-6568501,3,M,94,3,5,Research Scientist,3,Single,12032,15040,8,Yes,No,23,1,4,80,3,4,5,4,17,7,15,5
3403,39,No,Non-Travel,346,Sales,14,16,Life Sciences,1,08-3864952,2,F,88,3,3,Sales Executive,2,Married,11264,14080,8,Yes,No,23,1,1,80,1,21,1,1,21,20,0,3
3404,53,Yes,Travel_Rarely,1173,Research & Development,18,20,Human Resources,1,83-7811699,1,M,113,2,3,Research Scientist,1,Married,14464,18080,1,Yes,No,23,2,2,80,2,36,2,4,17,12,7,3
3405,33,Yes,Travel_Frequently,1170,Sales,39,14,Other,1,57-9117997,1,M,81,1,3,Healthcare Representative,4,Married,10368,12960,8,Yes,No,20,2,3,80,1,18,4,3,39,5,15,1
3406,36,No,Travel_Frequently,714,Research & Development,26,16,Human Resources,1,61-7015390,2,M,105,3,2,Sales Executive,2,Married,13440,16800,8,Yes,No,13,4,1,80,1,13,5,1,7,18,4,15
3407,51,Yes,Non-Travel,1312,Human Resources,3,16,Human Resources,1,17-0494972,1,F,56,4,4,Manager,4,Married,7168,8960,7,Yes,No,14,1,3,80,2,3,4,1,4,16,0,15
3408,22,No,Non-Travel,714,Sales,10,20,Life Sciences,1,52-2460018,1,F,89,2,5,Research Director,2,Married,11392,14240,6,Yes,No,24,4,3,80,3,24,1,3,10,1,6,9
3409,18,No,Travel_Rarely,786,Sales,38,14,Medical,1,37-0410687,1,F,58,3,4,Human Resources,4,Married,7424,9280,3,Yes,No,18,3,3,80,3,3,5,1,35,17,1,11
3410,39,No,Travel_Rarely,880,Sales,16,12,Technical Degree,1,26-9210131,4,M,87,3,1,Healthcare Representative,2,Single,11136,13920,4,Yes,No,14,1,3,80,1,16,6,4,3,5,10,14
3411,54,No,Travel_Frequently,260,Sales,43,20,Human Resources,1,50-5318623,1,M,150,4,3,Research Scientist,4,Married,19200,24000,3,Yes,No,17,4,3,80,1,32,1,2,27,15,3,13
3412,51,Yes,Non-Travel,541,Human Resources,37,18,Medical,1,89-8402500,4,F,31,2,5,Sales Executive,1,Single,3968,4960,6,Yes,No,24,1,1,80,2,13,1,2,14,16,9,16
3413,57,No,Travel_Rarely,1294,Research & Development,18,16,Technical Degree,1,87-9059741,4,M,76,1,5,Manufacturing Director,3,Married,9728,12160,5,Yes,No,10,3,4,80,3,12,2,1,20,10,3,13
3414,28,Yes,Travel_Rarely,313,Sales,39,14,Human Resources,1,96-1487516,1,F,114,3,5,Sales Executive,4,Single,14592,18240,4,Yes,No,18,1,1,80,2,11,5,4,24,8,14,10
3415,60,Yes,Non-Travel,475,Sales,20,16,Life Sciences,1,47-3528198,1,F,51,1,2,Sales Executive,3,Married,6528,8160,8,Yes,No,12,1,3,80,0,18,5,2,6,19,1,11
3416,50,No,Travel_Frequently,679,Sales,23,16,Human Resources,1,09-5459522,3,M,64,1,4,Sales Representative,4,Single,8192,10240,8,Yes,No,20,4,4,80,2,32,1,2,6,9,15,3
3417,33,No,Travel_Rarely,863,Human Resources,16,18,Life Sciences,1,90-0414148,1,M,110,2,1,Laboratory Technician,3,Married,14080,17600,3,Yes,No,12,2,3,80,1,24,4,2,4,17,12,12
3418,59,No,Travel_Frequently,422,Research & Development,50,16,Human Resources,1,45-6129528,4,M,119,4,5,Manufacturing Director,3,Single,15232,19040,7,Yes,No,21,3,3,80,2,38,5,1,17,12,5,9
3419,37,Yes,Travel_Frequently,1497,Sales,33,16,Human Resources,1,41-3608637,1,F,112,3,4,Sales Executive,1,Married,14336,17920,8,Yes,No,23,3,1,80,2,16,3,1,31,7,0,15
3420,58,Yes,Travel_Frequently,676,Research & Development,46,16,Human Resources,1,40-9925168,1,F,119,2,4,Manufacturing Director,4,Married,15232,19040,3,Yes,No,10,2,1,80,2,3,1,2,6,9,0,2
3421,32,Yes,Travel_Rarely,470,Research & Development,15,14,Technical Degree,1,76-7546625,3,M,91,2,5,Manufacturing Director,1,Single,11648,14560,8,Yes,No,10,1,3,80,3,21,0,4,21,3,11,1
3422,52,No,Non-Travel,862,Sales,10,16,Life Sciences,1,27-8341375,1,M,104,2,2,Manufacturing Director,3,Married,13312,16640,5,Yes,No,25,4,1,80,1,20,6,3,12,2,7,5
3423,53,No,Non-Travel,195,Sales,12,18,Medical,1,62-0027935,3,M,107,2,4,Sales Executive,4,Married,13696,17120,7,Yes,No,16,3,2,80,2,10,5,3,21,13,2,8
3424,26,Yes,Non-Travel,421,Research & Development,41,18,Human Resources,1,66-1310547,2,F,149,3,3,Research Scientist,1,Married,19072,23840,8,Yes,No,13,3,3,80,2,8,2,4,12,15,7,17
3425,26,Yes,Travel_Frequently,582,Human Resources,43,16,Sales,1,06-3607525,2,F,106,3,2,Manufacturing Director,4,Single,13568,16960,3,Yes,No,21,2,1,80,1,35,5,2,34,20,0,3
3426,53,Yes,Non-Travel,880,Research & Development,14,16,Sales,1,55-0759785,2,M,142,1,3,Sales Executive,1,Married,18176,22720,3,Yes,No,15,2,2,80,2,33,1,3,18,7,7,2
3427,30,No,Non-Travel,1196,Research & Development,22,14,Life Sciences,1,28-0839184,3,F,46,4,5,Manufacturing Director,2,Married,5888,7360,7,Yes,No,22,3,2,80,3,16,1,4,31,17,4,17
3428,45,No,Travel_Frequently,165,Sales,21,16,Technical Degree,1,47-5060310,1,M,142,2,3,Research Director,3,Married,18176,22720,7,Yes,No,15,2,1,80,1,30,1,1,6,8,2,5
3429,54,Yes,Travel_Rarely,1355,Sales,15,12,Sales,1,73-2288326,2,M,97,2,3,Healthcare Representative,3,Married,12416,15520,1,Yes,No,15,2,2,80,1,34,3,3,37,0,1,4
3430,59,No,Travel_Frequently,132,Sales,19,16,Medical,1,49-0420843,3,M,48,3,5,Sales Executive,2,Single,6144,7680,2,Yes,No,11,4,3,80,2,11,0,2,33,5,5,16
3431,22,No,Non-Travel,159,Sales,21,16,Other,1,97-0897296,2,F,101,1,4,Sales Executive,3,Single,12928,16160,7,Yes,No,23,1,2,80,2,17,5,2,33,12,10,11
3432,32,No,Travel_Frequently,1462,Sales,5,16,Other,1,56-2640871,4,M,32,2,5,Manufacturing Director,2,Single,4096,5120,2,Yes,No,25,1,3,80,2,39,1,3,35,10,4,17
3433,56,Yes,Travel_Frequently,1137,Human Resources,12,16,Human Resources,1,65-3368481,2,F,139,3,5,Manufacturing Director,1,Married,17792,22240,8,Yes,No,10,1,1,80,3,12,4,3,16,5,5,13
3434,48,No,Travel_Rarely,205,Research & Development,22,18,Other,1,44-3444049,3,M,32,1,5,Sales Executive,2,Married,4096,5120,4,Yes,No,20,2,4,80,3,22,1,1,28,12,12,6
3435,43,No,Travel_Rarely,944,Sales,12,16,Technical Degree,1,44-0141718,3,F,56,3,4,Sales Executive,4,Single,7168,8960,0,Yes,No,24,4,1,80,3,2,0,1,17,13,11,15
3436,45,Yes,Travel_Rarely,1281,Human Resources,6,20,Life Sciences,1,78-8449981,2,M,32,3,5,Research Director,4,Single,4096,5120,8,Yes,No,14,2,2,80,3,22,0,2,35,17,14,7
3437,57,Yes,Travel_Rarely,284,Research & Development,8,18,Technical Degree,1,38-2898785,1,F,103,2,3,Sales Executive,2,Single,13184,16480,4,Yes,No,14,3,2,80,2,22,3,3,9,13,2,0
3438,50,No,Non-Travel,824,Sales,17,18,Life Sciences,1,96-5258699,1,F,125,3,3,Manager,4,Married,16000,20000,3,Yes,No,19,1,4,80,1,11,1,2,6,5,4,9
3439,50,Yes,Travel_Rarely,1181,Research & Development,36,16,Technical Degree,1,06-5344308,4,F,137,2,4,Research Director,3,Single,17536,21920,2,Yes,No,15,3,4,80,2,7,4,2,17,19,10,13
3440,34,No,Non-Travel,1148,Human Resources,28,16,Technical Degree,1,00-0270564,2,M,70,3,1,Sales Representative,3,Single,8960,11200,7,Yes,No,10,4,4,80,1,6,1,2,36,10,13,5
3441,24,No,Travel_Frequently,302,Research & Development,38,16,Human Resources,1,90-8560917,2,F,55,2,5,Research Director,4,Single,7040,8800,6,Yes,No,13,4,3,80,2,5,4,2,37,3,15,10
3442,44,Yes,Travel_Rarely,209,Research & Development,18,18,Human Resources,1,81-2658561,2,M,137,4,4,Sales Executive,2,Single,17536,21920,1,Yes,No,10,3,4,80,3,1,0,4,2,1,3,4
3443,27,No,Travel_Rarely,208,Research & Development,17,18,Sales,1,42-2766391,4,F,144,1,2,Research Director,2,Single,18432,23040,3,Yes,No,20,1,1,80,1,3,2,3,23,5,7,0
3444,58,Yes,Non-Travel,1470,Research & Development,8,18,Technical Degree,1,16-4316454,2,F,111,2,1,Laboratory Technician,4,Single,14208,17760,1,Yes,No,21,1,2,80,1,10,2,1,15,17,11,8
3445,53,No,Travel_Rarely,363,Research & Development,26,16,Medical,1,05-2660150,1,M,135,3,4,Sales Executive,2,Single,17280,21600,7,Yes,No,16,4,4,80,3,5,1,2,12,3,13,8
3446,42,No,Travel_Rarely,316,Human Resources,34,16,Other,1,66-0471729,3,M,52,1,1,Laboratory Technician,4,Married,6656,8320,8,Yes,No,13,4,4,80,1,40,6,2,28,3,15,15
